item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM00269,TXN00089,PROD0350,3,28.0,0,84.0
ITEM00270,TXN00090,PROD0160,3,988.58,0,2965.74
ITEM00271,TXN00090,PROD0475,1,16.9,15,14.36
ITEM00272,TXN00090,PROD0215,1,602.14,15,511.82
ITEM00273,TXN00090,PROD0306,3,253.88,0,761.64
ITEM00274,TXN00091,PROD0059,1,565.34,15,480.54
ITEM00275,TXN00091,PROD0049,3,647.37,10,1747.9
ITEM00276,TXN00091,PROD0327,3,338.96,10,915.19
ITEM00277,TXN00091,PROD0092,3,671.33,5,1913.29
ITEM00278,TXN00091,PROD0332,3,921.03,15,2348.63
ITEM00279,TXN00092,PROD0269,1,584.49,15,496.82
ITEM00280,TXN00092,PROD0015,3,227.2,15,579.36
ITEM00281,TXN00092,PROD0449,1,723.35,0,723.35
ITEM00282,TXN00092,PROD0030,3,694.89,15,1771.97
ITEM00283,TXN00092,PROD0462,2,595.47,5,1131.39
ITEM00284,TXN00093,PROD0129,3,999.47,15,2548.65
ITEM00285,TXN00093,PROD0090,3,118.13,5,336.67
ITEM00286,TXN00093,PROD0175,2,483.24,10,869.83
ITEM00287,TXN00094,PROD0357,3,564.93,0,1694.79
ITEM00288,TXN00094,PROD0077,2,340.45,10,612.81
ITEM00289,TXN00094,PROD0425,3,935.74,10,2526.5
ITEM00290,TXN00094,PROD0478,3,753.51,0,2260.53
ITEM00291,TXN00094,PROD0449,1,723.35,15,614.85
ITEM00292,TXN00095,PROD0163,2,49.58,5,94.2
ITEM00293,TXN00095,PROD0408,2,213.12,0,426.24
ITEM00294,TXN00095,PROD0475,1,16.9,0,16.9
ITEM00295,TXN00095,PROD0343,1,286.73,15,243.72
ITEM00296,TXN00096,PROD0474,3,416.08,10,1123.42
ITEM00297,TXN00096,PROD0123,2,918.93,15,1562.18
ITEM00298,TXN00096,PROD0042,1,868.46,10,781.61
ITEM00299,TXN00096,PROD0314,1,103.71,5,98.52
ITEM00300,TXN00096,PROD0289,1,513.58,15,436.54
ITEM00301,TXN00097,PROD0073,2,122.34,15,207.98
ITEM00302,TXN00098,PROD0178,1,70.42,10,63.38
ITEM00303,TXN00098,PROD0374,3,882.08,15,2249.3
ITEM00304,TXN00098,PROD0028,1,442.45,10,398.2
ITEM00305,TXN00099,PROD0342,2,712.32,0,1424.64
ITEM00306,TXN00100,PROD0291,2,271.95,10,489.51
ITEM00307,TXN00101,PROD0420,3,335.06,0,1005.18
ITEM00308,TXN00102,PROD0469,2,458.89,10,826.0
ITEM00309,TXN00103,PROD0240,3,254.16,15,648.11
ITEM00310,TXN00104,PROD0009,1,612.95,10,551.66
ITEM00311,TXN00104,PROD0447,1,758.49,5,720.57
ITEM00312,TXN00104,PROD0291,1,271.95,0,271.95
ITEM00313,TXN00104,PROD0126,1,344.2,0,344.2
ITEM00314,TXN00105,PROD0326,1,484.03,15,411.43
ITEM00315,TXN00105,PROD0251,1,349.16,0,349.16
ITEM00316,TXN00105,PROD0061,1,38.73,15,32.92
ITEM00317,TXN00106,PROD0303,3,608.58,10,1643.17
ITEM00318,TXN00106,PROD0040,2,688.9,5,1308.91
ITEM00319,TXN00106,PROD0042,1,868.46,10,781.61
ITEM00320,TXN00106,PROD0236,3,394.5,10,1065.15
ITEM00321,TXN00107,PROD0155,2,308.5,5,586.15
ITEM00322,TXN00108,PROD0499,2,642.02,15,1091.43
ITEM00323,TXN00109,PROD0171,2,232.02,5,440.84
ITEM00324,TXN00110,PROD0057,2,988.43,10,1779.17
ITEM00325,TXN00111,PROD0273,1,518.72,5,492.78
ITEM00326,TXN00112,PROD0312,3,499.23,15,1273.04
ITEM00327,TXN00112,PROD0341,3,379.92,0,1139.76
ITEM00328,TXN00112,PROD0348,1,390.6,5,371.07
ITEM00329,TXN00112,PROD0380,2,291.69,5,554.21
ITEM00330,TXN00113,PROD0057,2,988.43,10,1779.17
ITEM00331,TXN00113,PROD0102,2,26.35,5,50.06
ITEM00332,TXN00113,PROD0355,3,791.37,5,2255.4
ITEM00333,TXN00114,PROD0477,3,720.36,15,1836.92
ITEM00334,TXN00114,PROD0198,2,474.07,0,948.14
ITEM00335,TXN00115,PROD0404,3,11.63,10,31.4
ITEM00336,TXN00115,PROD0271,1,193.28,5,183.62
ITEM00337,TXN00115,PROD0279,1,977.81,0,977.81
ITEM00338,TXN00115,PROD0142,1,474.28,0,474.28
ITEM00339,TXN00115,PROD0126,3,344.2,15,877.71
ITEM00340,TXN00116,PROD0081,3,90.62,0,271.86
ITEM00341,TXN00116,PROD0331,3,933.46,5,2660.36
ITEM00342,TXN00116,PROD0263,3,580.62,0,1741.86
ITEM00343,TXN00116,PROD0151,2,657.14,5,1248.57
ITEM00344,TXN00117,PROD0082,3,483.35,15,1232.54
ITEM00345,TXN00117,PROD0289,1,513.58,10,462.22
ITEM00346,TXN00117,PROD0065,2,70.99,5,134.88
ITEM00347,TXN00118,PROD0047,2,344.57,15,585.77
ITEM00348,TXN00118,PROD0066,1,941.11,15,799.94
ITEM00349,TXN00119,PROD0204,1,403.14,10,362.83
ITEM00350,TXN00119,PROD0105,1,34.2,15,29.07
ITEM00351,TXN00120,PROD0024,1,500.52,0,500.52
ITEM00352,TXN00120,PROD0207,1,714.14,0,714.14
ITEM00353,TXN00121,PROD0092,2,671.33,0,1342.66
ITEM00354,TXN00121,PROD0309,1,314.05,15,266.94
ITEM00355,TXN00122,PROD0032,2,818.7,5,1555.53
ITEM00356,TXN00123,PROD0007,1,890.49,0,890.49
ITEM00357,TXN00123,PROD0442,1,778.08,10,700.27
ITEM00358,TXN00124,PROD0006,3,313.32,0,939.96
ITEM00359,TXN00125,PROD0071,3,701.14,0,2103.42
ITEM00360,TXN00125,PROD0271,2,193.28,0,386.56
ITEM00361,TXN00126,PROD0498,3,236.93,0,710.79
ITEM00362,TXN00127,PROD0028,1,442.45,10,398.2
ITEM00363,TXN00128,PROD0333,2,174.31,15,296.33
ITEM00364,TXN00128,PROD0474,2,416.08,5,790.55
ITEM00365,TXN00128,PROD0004,2,972.59,0,1945.18
ITEM00366,TXN00128,PROD0052,3,527.52,5,1503.43
ITEM00367,TXN00128,PROD0500,3,580.57,0,1741.71
ITEM00368,TXN00129,PROD0478,1,753.51,10,678.16
ITEM00369,TXN00129,PROD0468,1,556.51,10,500.86
ITEM00370,TXN00129,PROD0290,2,19.44,10,34.99
ITEM00371,TXN00129,PROD0293,1,813.28,15,691.29
ITEM00372,TXN00129,PROD0077,1,340.45,5,323.43
ITEM00373,TXN00130,PROD0326,2,484.03,10,871.25
ITEM00374,TXN00130,PROD0061,2,38.73,15,65.84
ITEM00375,TXN00130,PROD0231,2,450.47,5,855.89
ITEM00376,TXN00130,PROD0397,2,742.04,0,1484.08
ITEM00377,TXN00131,PROD0090,3,118.13,0,354.39
ITEM00378,TXN00131,PROD0170,3,195.7,5,557.74
ITEM00379,TXN00131,PROD0487,1,231.32,0,231.32
ITEM00380,TXN00131,PROD0489,1,285.02,15,242.27
ITEM00381,TXN00131,PROD0398,3,266.54,5,759.64
ITEM00382,TXN00132,PROD0289,2,513.58,10,924.44
ITEM00383,TXN00132,PROD0323,3,528.15,0,1584.45
ITEM00384,TXN00132,PROD0140,2,376.43,10,677.57
ITEM00385,TXN00132,PROD0372,2,567.75,0,1135.5
ITEM00386,TXN00132,PROD0382,2,287.94,10,518.29
ITEM00387,TXN00133,PROD0359,1,530.32,5,503.8
ITEM00388,TXN00133,PROD0410,1,383.54,10,345.19
ITEM00389,TXN00133,PROD0246,3,72.76,5,207.37
ITEM00390,TXN00133,PROD0295,3,909.25,0,2727.75
ITEM00391,TXN00134,PROD0248,2,45.98,10,82.76
ITEM00392,TXN00134,PROD0092,2,671.33,15,1141.26
ITEM00393,TXN00134,PROD0386,3,385.56,5,1098.85
ITEM00394,TXN00134,PROD0294,1,858.64,10,772.78
ITEM00395,TXN00134,PROD0204,2,403.14,10,725.65
ITEM00396,TXN00135,PROD0308,1,86.3,5,81.98
ITEM00397,TXN00135,PROD0020,2,759.91,5,1443.83
ITEM00398,TXN00135,PROD0215,2,602.14,10,1083.85
ITEM00399,TXN00135,PROD0472,3,618.74,5,1763.41
ITEM00400,TXN00135,PROD0401,3,60.82,5,173.34
ITEM00401,TXN00136,PROD0318,2,998.36,15,1697.21
ITEM00402,TXN00136,PROD0282,1,102.74,0,102.74
ITEM00403,TXN00137,PROD0485,3,342.1,10,923.67
ITEM00404,TXN00137,PROD0095,1,455.9,15,387.51
ITEM00405,TXN00137,PROD0292,1,608.53,5,578.1
ITEM00406,TXN00137,PROD0488,2,920.45,0,1840.9
ITEM00407,TXN00138,PROD0403,1,266.62,0,266.62
ITEM00408,TXN00138,PROD0203,3,175.72,5,500.8
ITEM00409,TXN00138,PROD0409,3,290.45,0,871.35
ITEM00410,TXN00138,PROD0127,1,272.46,5,258.84
ITEM00411,TXN00138,PROD0465,2,232.14,0,464.28
ITEM00412,TXN00139,PROD0201,2,289.28,10,520.7
ITEM00413,TXN00139,PROD0219,3,331.35,5,944.35
ITEM00414,TXN00139,PROD0048,1,773.64,10,696.28
ITEM00415,TXN00139,PROD0334,3,47.04,5,134.06
ITEM00416,TXN00140,PROD0140,2,376.43,0,752.86
ITEM00417,TXN00140,PROD0346,1,759.1,5,721.14
ITEM00418,TXN00140,PROD0464,2,417.14,0,834.28
ITEM00419,TXN00140,PROD0080,1,387.78,0,387.78
ITEM00420,TXN00141,PROD0028,3,442.45,5,1260.98
ITEM00421,TXN00142,PROD0362,2,786.54,10,1415.77
ITEM00422,TXN00143,PROD0030,1,694.89,10,625.4
ITEM00423,TXN00143,PROD0157,1,756.1,15,642.69
ITEM00424,TXN00143,PROD0231,3,450.47,0,1351.41
ITEM00425,TXN00143,PROD0429,1,748.08,15,635.87
ITEM00426,TXN00143,PROD0480,3,233.37,15,595.09
ITEM00427,TXN00144,PROD0199,1,179.46,5,170.49
ITEM00428,TXN00145,PROD0211,1,324.96,15,276.22
ITEM00429,TXN00145,PROD0161,2,462.24,0,924.48
ITEM00430,TXN00145,PROD0272,2,803.03,15,1365.15
ITEM00431,TXN00145,PROD0441,3,488.36,5,1391.83
ITEM00432,TXN00146,PROD0040,1,688.9,0,688.9
ITEM00433,TXN00146,PROD0203,2,175.72,5,333.87
ITEM00434,TXN00146,PROD0161,1,462.24,15,392.9
ITEM00435,TXN00146,PROD0001,2,676.71,0,1353.42
ITEM00436,TXN00146,PROD0389,2,837.94,5,1592.09
ITEM00437,TXN00147,PROD0389,2,837.94,10,1508.29
ITEM00438,TXN00147,PROD0313,2,965.43,10,1737.77
ITEM00439,TXN00148,PROD0449,3,723.35,0,2170.05
ITEM00440,TXN00148,PROD0463,3,556.92,15,1420.15
ITEM00441,TXN00148,PROD0352,3,217.27,10,586.63
ITEM00442,TXN00148,PROD0484,1,324.55,10,292.1
ITEM00443,TXN00149,PROD0400,1,344.68,5,327.45
ITEM00444,TXN00149,PROD0106,2,859.02,5,1632.14
